sent_id,tokens,entities,relations
15465465_s1,18,2,0
15465465_s2,33,5,4
15465465_s3,34,4,2
15465465_s4,40,5,1
15465465_s5,40,6,5
15465465_s6,21,3,1
32791084_s0,12,2,0
32791084_s1,23,5,7
32791084_s2,10,2,0
32791084_s3,16,4,3
32791084_s4,14,3,0
32791084_s5,19,5,3
32791084_s6,10,3,0
32791084_s7,13,3,2
32791084_s8,23,3,1
32791084_s9,28,3,1
5939937_s0,12,3,2
5939937_s1,20,3,0
5939937_s2,21,1,0
5939937_s3,20,2,0
5939937_s4,23,3,2
5939937_s5,28,3,0
5939937_s6,25,7,4
17174708_s0,3,1,0
17174708_s1,34,4,2
17174708_s2,13,2,0
17174708_s3,24,9,8
17174708_s4,14,1,0
17174708_s5,32,2,0
17174708_s6,50,8,4
27163988_s0,9,3,1
27163988_s1,23,5,5
27163988_s2,8,2,0
27163988_s3,14,3,1
27163988_s4,35,7,1
27163988_s5,11,0,0
27163988_s6,13,1,0
27163988_s7,15,1,0
27163988_s8,28,6,1
27163988_s9,37,5,0
27163988_s10,39,3,1
27163988_s11,37,6,3
27163988_s12,24,5,5
27163988_s13,24,6,5
27163988_s14,32,5,6
27163988_s15,13,2,0
26536109_s0,9,4,2
26536109_s1,17,4,2
26536109_s2,19,4,4
26536109_s3,20,2,0
26536109_s4,21,2,1
26536109_s5,15,1,0
26536109_s6,19,5,5
26536109_s7,17,4,2
26536109_s8,33,6,2
9728642_s0,41,8,4
9728642_s1,22,2,0
9728642_s2,20,4,2
9728642_s3,17,1,0
9728642_s4,39,2,1
9728642_s5,20,2,0
9728642_s6,32,1,0
9728642_s7,33,2,0
9728642_s8,37,5,2
9728642_s9,57,6,0
9728642_s10,12,2,1
9728642_s11,15,1,0
9728642_s12,19,1,0
35165440_s0,11,4,4
35165440_s1,12,2,1
35165440_s2,33,7,5
35165440_s3,22,8,7
35165440_s4,18,2,1
35165440_s5,22,5,4
35165440_s6,44,13,6
35165440_s7,26,8,5
35165440_s8,11,4,1
35165440_s9,12,3,2
35165440_s10,24,6,2
35165440_s11,23,6,6
6101294_s0,10,4,0
6101294_s1,21,6,0
6101294_s2,25,5,2
6101294_s3,19,4,2
6101294_s4,24,5,6
6101294_s5,25,5,0
20221122_163_s0,39,10,2
20221122_78_s0,41,8,7
17023662_s0,8,2,1
17023662_s1,39,11,7
17023662_s2,18,6,0
17023662_s3,15,3,1
17023662_s4,19,5,3
17023662_s5,17,2,1
27189040_s0,3,1,0
27189040_s1,20,4,1
27189040_s2,27,2,1
27189040_s3,18,8,13
27189040_s4,15,3,0
27189040_s5,23,6,0
27189040_s6,43,5,0
27189040_s7,22,5,0
27189040_s8,33,3,0
20221103_128_s0,31,3,1
20221122_2_s0,44,8,2
15143090_s0,17,4,3
15143090_s1,16,2,1
15143090_s2,38,7,9
15143090_s3,10,1,0
15143090_s4,36,5,1
15143090_s5,8,1,0
15143090_s6,37,6,0
15143090_s7,23,4,4
15143090_s8,15,2,0
15143090_s9,17,4,2
15143090_s10,21,4,2
22714812_s0,13,3,2
22714812_s1,42,7,7
22714812_s2,12,3,0
22714812_s3,16,1,0
22714812_s4,21,4,3
22714812_s5,9,1,0
22714812_s6,21,4,1
22714812_s7,10,0,0
22714812_s8,34,8,6
22714812_s9,26,4,1
22714812_s10,16,5,2
29644161_s0,12,3,0
29644161_s1,21,5,2
29644161_s2,19,2,1
29644161_s3,17,2,1
29644161_s4,26,2,0
29644161_s5,21,2,0
29644161_s6,21,1,0
20221122_157_s0,31,5,3
20221122_117_s0,55,11,5
30747970_s0,17,5,1
30747970_s1,21,6,0
30747970_s2,38,8,0
30747970_s3,22,4,0
30747970_s4,39,9,1
30747970_s5,11,3,0
30747970_s6,17,0,0
30747970_s7,11,2,0
30747970_s8,14,5,0
30747970_s9,13,1,0
30747970_s10,8,2,1
30747970_s11,32,6,2
30747970_s12,26,2,0
30747970_s13,65,4,0
30747970_s14,9,2,0
30747970_s15,46,6,2
30747970_s16,25,4,1
30747970_s17,21,1,0
34419187_s0,20,4,4
34419187_s1,16,4,4
34419187_s2,24,3,2
34419187_s3,32,4,0
34419187_s4,27,3,0
34419187_s5,43,4,0
35015359_s0,18,4,0
35015359_s1,9,3,2
35015359_s2,29,1,0
35015359_s3,24,8,1
35015359_s4,26,1,0
35015359_s5,45,12,1
35015359_s6,39,13,0
35015359_s7,14,0,0
35015359_s8,41,9,1
35015359_s9,16,4,0
35015359_s10,15,4,0
35015359_s11,6,0,0
35015359_s12,38,5,0
35015359_s13,13,0,0
20221103_34_s0,25,5,1
20221103_100_s0,45,12,1
32667275_s0,15,4,0
32667275_s1,19,4,5
32667275_s2,25,5,4
32667275_s3,13,2,0
32667275_s4,35,13,8
32667275_s5,9,0,0
32667275_s6,11,0,0
32667275_s7,25,7,6
32667275_s8,17,2,0
32667275_s9,17,1,0
32667275_s10,29,3,0
32667275_s11,36,4,0
32667275_s12,12,1,0
32667275_s13,28,3,0
11919622_s0,13,3,2
11919622_s1,20,6,3
11919622_s2,19,4,1
11919622_s3,39,7,4
11919622_s4,30,4,0
11919622_s5,13,2,1
11919622_s6,27,3,0
20221103_13_s0,29,6,5
31371720_s0,2,1,0
31371720_s1,17,4,5
31371720_s2,46,4,3
31371720_s3,29,6,1
31371720_s4,27,4,1
31371720_s5,15,4,2
31371720_s6,24,5,1
31371720_s7,18,4,3
31371720_s8,19,4,0
20221122_112_s0,34,5,0
20221103_55_s0,21,4,3
16361873_s0,14,3,2
16361873_s1,14,3,3
16361873_s2,24,4,3
16361873_s3,22,5,5
16361873_s4,10,2,1
16361873_s5,26,2,0
16361873_s6,19,1,0
16361873_s7,26,3,1
16361873_s8,13,1,0
16361873_s9,27,6,1
16361873_s10,24,4,4
16361873_s11,38,5,0
35289875_s0,20,7,2
35289875_s1,11,2,1
35289875_s2,22,5,2
35289875_s3,40,8,5
35289875_s4,34,7,1
35289875_s5,7,2,0
35289875_s6,30,9,7
35289875_s7,6,2,0
35289875_s8,27,5,2
35289875_s9,6,1,0
35289875_s10,13,2,0
35289875_s11,12,3,2
35289875_s12,33,8,5
18374843_s0,3,1,0
18374843_s1,40,3,1
18374843_s2,44,7,4
18374843_s3,37,7,1
18374843_s4,41,3,0
20221122_8_s0,88,44,30
20221103_22_s0,68,21,6
20221122_184_s0,19,3,2
33743882_s0,20,4,1
33743882_s1,16,3,3
33743882_s2,12,1,0
33743882_s3,32,4,1
33743882_s4,30,5,1
33743882_s5,32,4,0
33743882_s6,25,5,4
33743882_s7,18,5,4
33743882_s8,12,3,0
33743882_s9,22,4,2
20221122_158_s0,26,5,2
33345600_s0,16,3,2
33345600_s1,21,3,2
33345600_s2,24,2,0
33345600_s3,23,3,0
33345600_s4,36,8,0
33345600_s5,32,6,3
33345600_s6,25,3,2
33345600_s7,29,4,2
17570962_s0,18,2,1
17570962_s1,5,0,0
17570962_s2,23,4,1
17570962_s3,33,8,6
17570962_s4,61,13,5
17570962_s5,35,6,2
17570962_s6,13,4,1
17570962_s7,16,3,1
17570962_s8,12,3,0
17570962_s9,24,4,1
28810558_s0,25,6,0
28810558_s1,68,16,6
28810558_s2,19,2,1
28810558_s3,54,13,8
28810558_s4,38,5,4
28810558_s5,23,3,2
28810558_s6,39,7,4
28810558_s7,14,3,2
28810558_s8,13,2,1
26806518_s0,15,4,2
26806518_s1,14,3,2
26806518_s2,11,2,1
26806518_s3,11,2,0
26806518_s4,30,4,1
26806518_s5,19,3,1
26806518_s6,11,2,1
26806518_s7,18,2,0
26806518_s8,6,2,0
26806518_s9,8,1,0
26806518_s10,29,9,7
26806518_s11,45,7,1
26806518_s12,15,6,3
26806518_s13,14,3,2
26806518_s14,18,4,0
26806518_s15,16,0,0
26806518_s16,11,0,0
27837602_s0,35,7,0
27837602_s1,12,2,0
27837602_s2,24,5,0
27837602_s3,61,8,7
27837602_s4,26,7,4
27837602_s5,6,1,0
27837602_s6,24,4,5
27837602_s7,37,7,0
27837602_s8,34,5,0
27837602_s9,46,10,1
27837602_s10,47,9,0
27837602_s11,55,11,0
27837602_s12,45,8,2
27837602_s13,5,0,0
25794861_s0,15,3,2
25794861_s1,14,4,2
25794861_s2,21,5,5
25794861_s3,8,1,0
25794861_s4,8,3,1
25794861_s5,23,5,0
25794861_s6,12,3,0
25794861_s7,25,6,5
25794861_s8,28,7,5
25794861_s9,27,6,3
25794861_s10,10,2,1
25794861_s11,15,4,1
25794861_s12,19,4,3
25794861_s13,35,2,0
20221103_57_s0,45,11,1
25473689_s0,54,12,12
25473689_s1,32,9,8
25473689_s2,22,3,2
25473689_s3,45,9,2
25473689_s4,45,4,1
25473689_s5,16,1,0
25473689_s6,17,4,0
25473689_s7,14,2,0
12365958_s0,13,5,4
12365958_s1,26,5,3
12365958_s2,28,4,1
12365958_s3,51,10,2
12365958_s4,38,7,2
12365958_s5,21,2,1
12365958_s6,30,2,0
12365958_s7,35,5,3
12365958_s8,28,5,3
12365958_s9,19,4,0
12365958_s10,26,4,1
12365958_s11,11,2,0
12365958_s12,32,6,3
12365958_s13,39,8,2
13129986_s0,11,4,3
13129986_s1,36,6,3
13129986_s2,20,4,0
13129986_s3,17,1,0
13129986_s4,43,8,0
13129986_s5,24,2,0
13129986_s6,22,5,0
13129986_s7,53,7,4
13129986_s8,46,10,2
13129986_s9,31,6,0
13129986_s10,25,5,0
32749491_s0,53,8,1
32749491_s1,16,3,0
32749491_s2,47,12,1
32749491_s3,33,5,0
32749491_s4,23,1,0
32749491_s5,35,5,0
32749491_s6,60,5,1
32749491_s7,37,4,0
32749491_s8,64,10,0
32749491_s9,41,4,0
32749491_s10,57,9,0
32749491_s11,15,3,0
32749491_s12,7,0,0
16946939_s0,6,2,0
16946939_s1,11,2,0
16946939_s2,34,5,1
16946939_s3,32,0,0
16946939_s4,26,4,0
16946939_s5,29,5,3
16946939_s6,23,4,5
16946939_s7,18,2,1
16946939_s8,20,2,0
16946939_s9,22,3,0
16946939_s10,26,3,2
20221103_19_s0,153,39,23
22169038_s0,12,5,4
22169038_s1,24,5,2
22169038_s2,13,2,1
22169038_s3,39,11,7
22169038_s4,20,5,5
22169038_s5,19,5,3
22169038_s6,22,4,2
22169038_s7,23,3,1
20221122_71_s0,76,12,5
30667270_s0,25,5,0
30667270_s1,26,7,13
30667270_s2,26,3,0
30667270_s3,22,6,1
30667270_s4,28,6,6
30667270_s5,23,5,2
30667270_s6,14,4,1
30667270_s7,32,7,2
30667270_s8,27,2,0
26407790_s0,26,7,0
26407790_s1,12,3,3
26407790_s2,48,9,0
26407790_s3,22,2,0
26407790_s4,17,3,0
26407790_s5,32,6,0
26407790_s6,15,3,0
26407790_s7,21,3,0
26407790_s8,18,3,1
26407790_s9,26,8,2
26407790_s10,31,6,1
26407790_s11,19,2,1
26407790_s12,15,3,0
26407790_s13,11,1,0
15207959_s0,1,1,0
15207959_s1,16,3,2
15207959_s2,23,6,8
15207959_s3,19,2,0
15207959_s4,20,2,0
15207959_s5,24,6,7
15207959_s6,19,2,0
15207959_s7,8,2,1
15207959_s8,34,10,9
2784226_s0,5,2,0
2784226_s1,25,5,0
2784226_s2,14,2,0
2784226_s3,28,5,4
2784226_s4,16,3,1
20221103_102_s0,35,7,1
34932079_s0,56,10,3
34932079_s1,14,3,0
34932079_s2,39,8,1
34932079_s3,28,4,0
34932079_s4,15,0,0
34932079_s5,47,7,2
34932079_s6,34,6,1
34932079_s7,37,4,0
34932079_s8,20,2,0
34932079_s9,31,5,2
34932079_s10,33,5,0
34932079_s11,49,9,0
34932079_s12,56,9,2
34932079_s13,15,3,0
34932079_s14,7,0,0
20221122_19_s0,48,12,7
20221103_89_s0,51,11,4
27641503_s0,9,2,0
27641503_s1,14,4,0
27641503_s2,13,4,3
27641503_s3,11,3,2
27641503_s4,18,4,3
27641503_s5,25,7,5
27641503_s6,39,10,6
27641503_s7,26,4,2
3277486_s0,30,7,1
3277486_s1,35,6,0
3277486_s2,12,2,0
3277486_s3,24,4,0
3277486_s4,20,2,0
3277486_s5,28,4,0
3277486_s6,19,5,4
3277486_s7,18,4,1
3277486_s8,18,3,2
3277486_s9,40,7,1
20221103_47_s0,45,10,6
20221103_108_s0,41,4,0
20221122_167_s0,30,6,3
27566453_s0,19,2,0
27566453_s1,12,3,3
27566453_s2,23,2,0
27566453_s3,20,2,0
27566453_s4,21,4,0
27566453_s5,25,2,0
27566453_s6,16,2,0
27566453_s7,14,1,0
27566453_s8,18,2,0
27566453_s9,46,8,1
27566453_s10,15,1,0
27566453_s11,10,1,0
27566453_s12,24,1,0
20221103_172_s0,24,5,1
20221122_95_s0,36,6,3
20221122_65_s0,69,17,19
33069317_s0,72,14,3
33069317_s1,21,5,1
33069317_s2,12,3,0
33069317_s3,24,1,0
33069317_s4,12,1,0
33069317_s5,22,1,0
33069317_s6,27,4,1
33069317_s7,8,1,0
33069317_s8,59,6,0
33069317_s9,36,6,0
33069317_s10,82,13,1
33069317_s11,18,3,0
33069317_s12,20,6,1
33069317_s13,8,1,0
33069317_s14,14,1,0
33069317_s15,18,3,0
33069317_s16,17,0,0
27189524_s0,1,1,0
27189524_s1,40,8,8
27189524_s2,29,1,0
27189524_s3,25,4,2
27189524_s4,15,3,2
27189524_s5,18,3,1
27189524_s6,24,5,2
27189524_s7,21,4,3
27189524_s8,35,1,0
35524619_s0,18,6,0
35524619_s1,12,1,0
35524619_s2,43,8,0
35524619_s3,19,5,1
35524619_s4,8,1,0
35524619_s5,13,3,0
35524619_s6,62,14,1
35524619_s7,73,26,2
35524619_s8,15,2,0
35524619_s9,33,7,3
35524619_s10,13,3,0
35524619_s11,12,4,1
35524619_s12,50,18,7
35524619_s13,26,7,4
35524619_s14,28,2,0
35524619_s15,15,3,2
35524619_s16,20,5,3
35939813_s0,2,1,0
35939813_s1,15,4,3
35939813_s2,20,3,0
35939813_s3,15,2,0
33852780_s0,7,3,0
33852780_s1,18,4,0
33852780_s2,30,5,1
33852780_s3,55,6,0
33852780_s4,35,3,3
33852780_s5,28,2,0
33852780_s6,21,2,0
33852780_s7,20,3,0
33852780_s8,40,5,1
33852780_s9,56,6,0
33852780_s10,17,2,0
33852780_s11,11,1,0
33852780_s12,37,5,0
33852780_s13,18,2,0
33852780_s14,30,2,0
23232609_s0,15,4,0
23232609_s1,9,3,2
23232609_s2,17,3,0
23232609_s3,44,11,0
23232609_s4,42,4,0
23232609_s5,29,4,0
23232609_s6,22,4,0
23232609_s7,12,3,3
23232609_s8,32,3,0
23232609_s9,12,2,0
23232609_s10,19,2,1
17139352_s0,4,1,0
17139352_s1,10,2,0
17139352_s2,25,2,0
17139352_s3,28,6,8
17139352_s4,20,3,2
17139352_s5,36,2,0
17139352_s6,15,2,0
36868254_s0,14,4,1
36868254_s1,13,3,2
36868254_s2,14,2,1
36868254_s3,22,4,2
36868254_s4,36,6,1
36868254_s5,41,6,2
20221103_122_s0,23,4,3
10744097_s0,25,7,1
10744097_s1,14,4,1
34731298_s0,16,4,0
34731298_s1,27,5,1
34731298_s2,20,4,0
34731298_s3,18,1,0
34731298_s4,9,1,0
34731298_s5,23,5,0
34731298_s6,15,2,0
34731298_s7,29,3,0
34731298_s8,28,4,2
34731298_s9,27,7,4
34731298_s10,24,4,4
34731298_s11,16,4,2
34731298_s12,17,3,1
20221122_191_s0,22,2,0
28219628_s0,18,5,3
28219628_s1,21,6,7
28219628_s2,28,5,0
28219628_s3,21,3,2
28219628_s4,27,2,0
28219628_s5,24,3,0
28219628_s6,26,3,0
28219628_s7,16,1,0
28219628_s8,24,2,0
28219628_s9,31,9,6
28219628_s10,20,3,0
28219628_s11,20,0,0
36610442_s0,39,7,5
36610442_s1,27,6,1
36610442_s2,22,4,0
36610442_s3,32,5,0
36610442_s4,5,0,0
36610442_s5,37,10,0
36610442_s6,19,5,0
36610442_s7,45,12,0
36610442_s8,23,5,0
36610442_s9,7,0,0
36610442_s10,17,6,0
36610442_s11,17,2,0
36610442_s12,27,6,0
36610442_s13,76,6,0
36610442_s14,15,2,0
36610442_s15,40,8,0
36610442_s16,29,3,0
36610442_s17,16,4,0
36610442_s18,34,9,0
36610442_s19,40,3,0
36610442_s20,12,0,0
20221103_184_s0,24,3,1
20221122_14_s0,84,26,5
27461440_s0,27,5,1
27461440_s1,15,3,1
27461440_s2,13,3,1
27461440_s3,18,4,0
27461440_s4,42,8,1
27461440_s5,39,8,0
27461440_s6,42,8,3
27461440_s7,12,0,0
27461440_s8,10,0,0
27461440_s9,13,2,1
27461440_s10,38,5,2
27461440_s11,7,1,0
27461440_s12,8,1,0
27461440_s13,10,0,0
27461440_s14,68,8,0
27461440_s15,62,14,0
27461440_s16,76,15,0
27461440_s17,31,5,1
27461440_s18,17,2,1
27461440_s19,6,0,0
20221122_85_s0,36,9,6
20221103_104_s0,26,6,0
30578950_s0,19,7,1
30578950_s1,15,6,7
30578950_s2,17,0,0
30578950_s3,18,4,1
30578950_s4,8,2,1
30578950_s5,10,2,1
30578950_s6,12,4,5
30578950_s7,5,1,0
30578950_s8,122,19,8
15761079_s0,10,5,3
15761079_s1,10,4,3
15761079_s2,21,2,0
15761079_s3,21,5,7
15761079_s4,8,3,2
15761079_s5,9,2,1
15761079_s6,10,4,4
15761079_s7,11,3,1
15761079_s8,21,1,0
15761079_s9,18,1,0
15761079_s10,11,2,1
15761079_s11,24,2,0
15761079_s12,5,1,0
27923088_s0,16,6,0
27923088_s1,12,3,2
27923088_s2,10,0,0
27923088_s3,15,4,0
27923088_s4,37,9,0
27923088_s5,15,1,0
27923088_s6,33,5,0
27923088_s7,6,1,0
27923088_s8,11,2,0
27923088_s9,23,5,6
27923088_s10,27,4,0
27923088_s11,7,1,0
27923088_s12,24,3,0
27923088_s13,11,0,0
27923088_s14,26,2,0
27923088_s15,29,3,0
27923088_s16,34,4,0
27923088_s17,25,5,0
27923088_s18,17,2,0
27923088_s19,7,1,0
27923088_s20,21,2,0
27923088_s21,11,0,0
27923088_s22,30,5,0
27923088_s23,16,0,0
16946930_s0,12,3,1
16946930_s1,11,4,3
16946930_s2,28,7,3
16946930_s3,30,6,4
16946930_s4,22,2,1
16946930_s5,46,10,3
16946930_s6,18,3,2
16946930_s7,16,1,0
16946930_s8,14,2,0
16946930_s9,30,6,3
20221103_157_s0,35,5,2
20221122_50_s0,24,5,2
20221122_190_s0,22,4,2
34798713_s0,16,3,0
34798713_s1,19,2,1
34798713_s2,16,2,0
34798713_s3,21,4,0
34798713_s4,31,6,2
34798713_s5,20,3,3
34798713_s6,39,10,2
34798713_s7,24,6,0
34798713_s8,25,3,0
34798713_s9,38,9,4
34798713_s10,16,2,0
34798713_s11,8,1,0
34798713_s12,16,2,1
34798713_s13,14,2,0
20221103_119_s0,29,6,2
1865166_s0,15,4,3
1865166_s1,18,3,0
1865166_s2,41,7,0
1865166_s3,13,4,1
1865166_s4,30,5,3
1865166_s5,39,5,1
1865166_s6,15,1,0
1865166_s7,38,8,2
1865166_s8,17,2,0
1865166_s9,25,4,3
1865166_s10,21,5,0
26360284_s0,43,9,6
26360284_s1,19,4,2
26360284_s2,20,2,1
26360284_s3,14,2,0
26360284_s4,15,1,0
26360284_s5,80,10,4
26360284_s6,12,0,0
26360284_s7,25,3,0
26360284_s8,13,2,0
26360284_s9,18,1,0
26360284_s10,12,1,0
26360284_s11,16,1,0
26360284_s12,10,1,0
26360284_s13,8,1,0
26360284_s14,33,3,0
26360284_s15,35,6,1
26360284_s16,36,4,0
26360284_s17,18,3,3
26360284_s18,32,2,0
26360284_s19,18,3,1
26360284_s20,5,0,0
29339318_s0,16,6,2
29339318_s1,21,4,1
29339318_s2,24,7,1
29339318_s3,23,3,0
29339318_s4,64,16,1
29339318_s5,21,3,0
29339318_s6,11,1,0
29339318_s7,37,9,20
29339318_s8,20,7,10
29339318_s9,25,6,5
29339318_s10,37,7,8
29339318_s11,23,7,7
21474704_s0,15,3,1
21474704_s1,33,10,3
21474704_s2,21,0,0
21474704_s3,28,8,0
21474704_s4,59,9,2
21474704_s5,38,7,5
21474704_s6,21,3,0
21474704_s7,26,5,4
21474704_s8,21,4,3
21474704_s9,26,4,2
20221103_17_s0,24,7,13
37479341_s0,46,9,2
37479341_s1,60,10,7
37479341_s2,14,1,0
37479341_s3,80,11,4
37479341_s4,26,3,0
37479341_s5,36,5,2
37479341_s6,6,1,0
37479341_s7,50,9,3
37479341_s8,16,0,0
20221122_192_s0,25,4,0
22851113_s0,42,8,4
22851113_s1,29,5,2
22851113_s2,23,4,0
22851113_s3,28,3,0
22851113_s4,42,5,1
22851113_s5,16,1,0
22851113_s6,38,5,0
22851113_s7,22,3,0
22851113_s8,42,8,1
22851113_s9,21,2,0
22851113_s10,72,13,1
22851113_s11,25,3,1
22851113_s12,5,0,0
32828045_s0,12,4,0
32828045_s1,21,4,2
32828045_s2,21,5,1
32828045_s3,30,6,1
32828045_s4,17,3,0
32828045_s5,24,6,4
32828045_s6,17,2,0
32828045_s7,26,3,1
32828045_s8,24,5,3
32828045_s9,28,4,0
33543998_s0,11,3,1
33543998_s1,15,2,1
33543998_s2,12,1,0
33543998_s3,17,3,2
33543998_s4,7,2,1
33543998_s5,21,3,1
33543998_s6,29,4,1
33543998_s7,19,2,0
33543998_s8,17,1,0
33543998_s9,22,3,3
33543998_s10,20,2,1
33543998_s11,15,2,0
33543998_s12,18,1,0
33543998_s13,13,3,1
33543998_s14,12,3,2
33543998_s15,11,1,0
33543998_s16,11,1,0
20221122_173_s0,10,3,0
20221103_151_s0,21,5,0
24369049_s0,11,3,0
24369049_s1,31,5,2
24369049_s2,26,3,1
24369049_s3,34,5,1
24369049_s4,37,4,3
24369049_s5,44,5,1
24369049_s6,43,7,4
24369049_s7,32,3,1
24369049_s8,29,7,3
24369049_s9,30,5,3
33103556_s0,21,6,5
33103556_s1,23,3,1
33103556_s2,24,2,0
33103556_s3,13,3,1
33103556_s4,13,2,1
33103556_s5,22,2,0
33103556_s6,15,2,0
33103556_s7,31,5,2
33103556_s8,29,8,9
33103556_s9,23,4,1
33103556_s10,16,5,0
33103556_s11,25,3,2
33103556_s12,15,3,2
17339617_s0,10,4,0
17339617_s1,17,3,0
17339617_s2,25,4,0
17339617_s3,10,1,0
17339617_s4,6,1,0
17339617_s5,21,2,0
17339617_s6,31,5,0
17339617_s7,21,5,0
17339617_s8,56,10,0
17339617_s9,20,2,0
17339617_s10,11,1,0
17339617_s11,33,5,2
17339617_s12,12,1,0
17339617_s13,12,2,0
17339617_s14,7,1,0
20221122_166_s0,25,7,5
35584639_s0,17,3,0
35584639_s1,42,9,13
35584639_s2,28,6,2
35584639_s3,24,3,1
35584639_s4,21,4,3
35584639_s5,31,2,1
20221103_97_s0,49,7,4
34634250_s0,21,3,0
34634250_s1,24,4,3
34634250_s2,19,2,1
34634250_s3,22,2,0
34634250_s4,28,3,0
34634250_s5,32,4,0
34634250_s6,13,4,0
34634250_s7,25,5,0
34634250_s8,47,9,0
34634250_s9,28,5,1
34634250_s10,25,6,1
34634250_s11,26,3,0
34634250_s12,76,9,6
34634250_s13,71,9,0
34634250_s14,36,5,2
34634250_s15,51,2,1
34634250_s16,46,1,0
34634250_s17,30,4,2
34634250_s18,16,2,0
34634250_s19,25,5,1
34634250_s20,19,2,0
34634250_s21,16,0,0
20221103_32_s0,28,6,2
20221122_193_s0,14,3,1
23775970_s0,23,4,0
23775970_s1,17,3,0
23775970_s2,35,6,3
23775970_s3,15,3,0
23775970_s4,18,1,0
23775970_s5,21,3,2
23775970_s6,15,3,0
23775970_s7,32,3,0
23775970_s8,20,3,0
23775970_s9,33,6,5
23775970_s10,24,4,3
23775970_s11,14,4,0
12401469_s0,16,5,3
12401469_s1,24,6,10
12401469_s2,25,4,3
12401469_s3,31,7,0
12401469_s4,14,2,1
12401469_s5,17,6,4
12401469_s6,20,5,5
12401469_s7,9,2,1
12401469_s8,25,7,3
12401469_s9,17,3,0
12401469_s10,15,3,1
12401469_s11,11,2,1
12401469_s12,38,7,11
29435567_s0,18,7,0
29435567_s1,17,2,1
29435567_s2,22,6,0
29435567_s3,21,0,0
29435567_s4,24,7,0
29435567_s5,21,2,0
29435567_s6,11,2,0
29435567_s7,30,7,0
29435567_s8,23,6,3
29435567_s9,30,3,0
29435567_s10,24,5,0
29435567_s11,11,2,0
29435567_s12,20,3,0
29435567_s13,32,9,2
29435567_s14,11,0,0
34569004_s0,14,4,1
34569004_s1,16,3,1
34569004_s2,13,5,4
34569004_s3,11,2,0
34569004_s4,33,5,1
34569004_s5,20,5,4
34569004_s6,22,3,0
34569004_s7,14,2,0
34569004_s8,22,9,15
16293762_s0,13,5,4
16293762_s1,23,4,3
16293762_s2,29,6,6
16293762_s3,15,7,11
16293762_s4,30,8,5
16293762_s5,24,5,2
20221122_118_s0,36,8,2
27539592_s0,12,3,0
27539592_s1,42,6,3
27539592_s2,25,1,0
27539592_s3,36,4,0
27539592_s4,34,6,1
27539592_s5,9,0,0
27539592_s6,22,1,0
27539592_s7,28,5,1
27539592_s8,20,3,0
27539592_s9,11,0,0
27539592_s10,19,1,0
26282640_s0,57,15,8
26282640_s1,56,13,3
26282640_s2,25,5,0
26282640_s3,33,5,2
26282640_s4,42,8,1
26282640_s5,17,4,0
26282640_s6,26,4,2
20221122_57_s0,46,13,20
26360999_s0,20,5,1
26360999_s1,23,4,1
26360999_s2,20,3,0
26360999_s3,46,10,0
26360999_s4,27,3,0
26360999_s5,17,3,0
26360999_s6,30,2,0
26360999_s7,48,12,6
26360999_s8,34,11,0
26360999_s9,35,2,0
26360999_s10,45,6,2
26360999_s11,2,0,0
33320224_s0,8,2,1
33320224_s1,17,3,1
33320224_s2,17,3,0
33320224_s3,43,9,1
33320224_s4,14,3,0
33320224_s5,8,1,0
33320224_s6,26,4,3
33320224_s7,18,4,3
33320224_s8,22,4,1
33320224_s9,19,9,1
33320224_s10,31,7,0
33320224_s11,9,3,2
33320224_s12,25,9,0
33320224_s13,47,6,0
33320224_s14,32,7,0
33320224_s15,25,9,0
33320224_s16,41,5,0
33320224_s17,18,1,0
33320224_s18,35,5,1
33320224_s19,7,0,0
35175703_s0,10,2,0
35175703_s1,24,2,0
35175703_s2,14,3,1
35175703_s3,23,4,0
35175703_s4,24,3,0
35175703_s5,20,2,0
35175703_s6,25,3,1
35175703_s7,20,2,0
35175703_s8,14,2,0
35175703_s9,32,3,0
35175703_s10,36,4,0
20221122_141_s0,31,5,3
34861170_s0,20,3,0
34861170_s1,17,2,1
34861170_s2,20,3,1
34861170_s3,27,7,3
34861170_s4,36,4,0
34861170_s5,42,4,1
34861170_s6,38,2,0
34861170_s7,22,3,0
34861170_s8,20,2,1
34861170_s9,30,2,0
34861170_s10,17,1,0
34861170_s11,10,2,0
34861170_s12,51,6,0
34861170_s13,19,3,0
34861170_s14,33,4,0
34861170_s15,29,4,1
34861170_s16,16,3,0
34861170_s17,17,4,0
34861170_s18,18,3,0
34861170_s19,19,3,0
34861170_s20,19,3,1
34861170_s21,21,1,0
34861170_s22,3,0,0
20664306_s0,12,4,2
20664306_s1,11,2,1
20664306_s2,17,3,2
20664306_s3,30,5,1
20664306_s4,13,3,1
20664306_s5,16,7,6
20664306_s6,23,4,2
20664306_s7,26,3,0
20664306_s8,23,3,2
20664306_s9,23,4,2
20664306_s10,10,2,1
20664306_s11,19,3,2
20664306_s12,20,1,0
20664306_s13,22,3,1
19571808_s0,6,2,1
19571808_s1,15,3,2
19571808_s2,16,4,1
19571808_s3,28,2,0
19571808_s4,31,3,1
19571808_s5,16,4,2
19571808_s6,23,5,1
19571808_s7,22,6,1
19571808_s8,18,3,0
19571808_s9,41,9,9
19571808_s10,34,7,7
24926022_s0,2,0,0
24926022_s1,8,3,2
24926022_s2,17,5,1
24926022_s3,19,3,0
24926022_s4,21,2,0
